Australian Bureau of Statistics

"2011 Census - Counting Dwellings, Place of Enumeration"
"POA by DWTD Dwelling Type"
"Counting: Dwellings, Location on Census Night"

Filters:
"Default Summation","Dwellings, Location on Census Night"

"Counting","POA","DWTD Dwelling Type","Count",
"Dwellings, Location on Census Night","2220, NSW","Occupied private dwellings",9834
"Dwellings, Location on Census Night","2220, NSW","Total",9834
"Dwellings, Location on Census Night","2221, NSW","Occupied private dwellings",5311
"Dwellings, Location on Census Night","2221, NSW","Total",5311
"Dwellings, Location on Census Night","2222, NSW","Occupied private dwellings",4491
"Dwellings, Location on Census Night","2222, NSW","Total",4491
"Dwellings, Location on Census Night","2223, NSW","Occupied private dwellings",7502
"Dwellings, Location on Census Night","2223, NSW","Total",7502
"Dwellings, Location on Census Night","2224, NSW","Occupied private dwellings",4987
"Dwellings, Location on Census Night","2224, NSW","Total",4987
"Dwellings, Location on Census Night","2225, NSW","Occupied private dwellings",1797
"Dwellings, Location on Census Night","2225, NSW","Total",1797
"Dwellings, Location on Census Night","2226, NSW","Occupied private dwellings",4183
"Dwellings, Location on Census Night","2226, NSW","Total",4183
"Dwellings, Location on Census Night","2227, NSW","Occupied private dwellings",5177
"Dwellings, Location on Census Night","2227, NSW","Total",5177
"Dwellings, Location on Census Night","2228, NSW","Occupied private dwellings",6915
"Dwellings, Location on Census Night","2228, NSW","Total",6915
"Dwellings, Location on Census Night","2229, NSW","Occupied private dwellings",10467
"Dwellings, Location on Census Night","2229, NSW","Total",10467
"Dwellings, Location on Census Night","2230, NSW","Occupied private dwellings",11789
"Dwellings, Location on Census Night","2230, NSW","Total",11789
"Dwellings, Location on Census Night","2231, NSW","Occupied private dwellings",741
"Dwellings, Location on Census Night","2231, NSW","Total",741
"Dwellings, Location on Census Night","2232, NSW","Occupied private dwellings",12198
"Dwellings, Location on Census Night","2232, NSW","Total",12198
"Dwellings, Location on Census Night","2233, NSW","Occupied private dwellings",9851
"Dwellings, Location on Census Night","2233, NSW","Total",9851
"Dwellings, Location on Census Night","2234, NSW","Occupied private dwellings",9493
"Dwellings, Location on Census Night","2234, NSW","Total",9493
"Dwellings, Location on Census Night","2250, NSW","Occupied private dwellings",25296
"Dwellings, Location on Census Night","2250, NSW","Total",25296
"Dwellings, Location on Census Night","2251, NSW","Occupied private dwellings",12034
"Dwellings, Location on Census Night","2251, NSW","Total",12034
"Dwellings, Location on Census Night","2256, NSW","Occupied private dwellings",6548
"Dwellings, Location on Census Night","2256, NSW","Total",6548
"Dwellings, Location on Census Night","2257, NSW","Occupied private dwellings",11590
"Dwellings, Location on Census Night","2257, NSW","Total",11590
"Dwellings, Location on Census Night","2258, NSW","Occupied private dwellings",1791
"Dwellings, Location on Census Night","2258, NSW","Total",1791
"Dwellings, Location on Census Night","2259, NSW","Occupied private dwellings",19658
"Dwellings, Location on Census Night","2259, NSW","Total",19658
"Dwellings, Location on Census Night","2260, NSW","Occupied private dwellings",8169
"Dwellings, Location on Census Night","2260, NSW","Total",8169
"Dwellings, Location on Census Night","2261, NSW","Occupied private dwellings",20113
"Dwellings, Location on Census Night","2261, NSW","Total",20113
"Dwellings, Location on Census Night","2262, NSW","Occupied private dwellings",7755
"Dwellings, Location on Census Night","2262, NSW","Total",7755
"Dwellings, Location on Census Night","2263, NSW","Occupied private dwellings",9551
"Dwellings, Location on Census Night","2263, NSW","Total",9551
"Dwellings, Location on Census Night","2264, NSW","Occupied private dwellings",5214
"Dwellings, Location on Census Night","2264, NSW","Total",5214
"Dwellings, Location on Census Night","2265, NSW","Occupied private dwellings",1842
